mmsi,vessel_name,vessel_type,imo,callsign,timestamp,latitude,longitude,speed,course,heading,navigation_status,destination,draught,behavior_class
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T16:20:47+00:00,32.308642,30.072726,14.15,41.9,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T16:32:47+00:00,32.31111,30.07535,14.54,44.4,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T16:44:47+00:00,32.313509,30.07813,14.18,46.3,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T16:56:47+00:00,32.31581,30.080981,14.55,41.6,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T17:08:47+00:00,32.318387,30.083684,14.11,45.7,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T17:20:47+00:00,32.320655,30.086434,14.74,44.5,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T17:32:47+00:00,32.323106,30.089289,14.53,44.2,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T17:44:47+00:00,32.325573,30.092131,14.42,43.2,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T17:56:47+00:00,32.327926,30.094746,14.72,44.5,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T18:08:47+00:00,32.330393,30.097612,14.27,41.2,41,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T18:20:47+00:00,32.332905,30.100213,14.72,46.7,47,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T18:32:47+00:00,32.335208,30.103101,14.51,44.7,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T18:44:47+00:00,32.337614,30.105918,14.01,42.4,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T18:56:47+00:00,32.340029,30.108529,14.0,43.8,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T19:08:47+00:00,32.342426,30.111245,14.55,47.7,48,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T19:20:47+00:00,32.344698,30.114199,14.57,41.7,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T19:32:47+00:00,32.34715,30.116787,14.6,43.7,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T19:44:47+00:00,32.34973,30.119708,14.53,46.1,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T19:56:47+00:00,32.351955,30.122448,14.29,43.2,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T20:08:47+00:00,32.354361,30.125118,14.78,42.7,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T20:20:47+00:00,32.356946,30.127943,14.5,46.9,47,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T20:32:47+00:00,32.359268,30.130879,14.46,44.3,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T20:44:47+00:00,32.361534,30.133497,14.58,44.3,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T20:56:47+00:00,32.363976,30.136315,14.75,43.3,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T21:08:47+00:00,32.366479,30.139107,14.77,42.6,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T21:20:47+00:00,32.368815,30.141649,14.68,45.2,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T21:32:47+00:00,32.371216,30.144515,14.45,43.8,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T21:44:47+00:00,32.373734,30.147372,14.46,42.8,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T21:56:47+00:00,32.376148,30.150019,14.79,44.0,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T22:08:47+00:00,32.378539,30.152752,14.7,45.4,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T22:20:47+00:00,32.381029,30.15574,14.56,44.8,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T22:32:47+00:00,32.383212,30.158306,14.65,43.4,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T22:44:47+00:00,32.385789,30.161192,14.73,47.4,47,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T22:56:47+00:00,32.388218,30.164319,14.64,40.1,40,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T23:08:47+00:00,32.390708,30.166799,14.64,45.9,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T23:20:47+00:00,32.392952,30.169543,14.3,41.8,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T23:32:47+00:00,32.395408,30.172148,14.03,40.6,41,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T23:44:47+00:00,32.398031,30.174813,14.23,49.5,50,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-18T23:56:47+00:00,32.400167,30.177775,14.03,45.2,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T00:08:47+00:00,32.402569,30.180642,14.1,40.8,41,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T00:20:47+00:00,32.405181,30.183313,14.17,47.1,47,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T00:32:47+00:00,32.40736,30.186088,14.04,42.3,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T00:44:47+00:00,32.410081,30.189018,14.51,48.1,48,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T00:56:47+00:00,32.412047,30.191619,14.64,40.3,40,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T01:08:47+00:00,32.414614,30.1942,14.06,45.5,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T01:20:47+00:00,32.417117,30.19722,14.33,43.9,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T01:32:47+00:00,32.419442,30.199868,14.2,42.5,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T01:44:47+00:00,32.42206,30.202707,14.53,47.1,47,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T01:56:47+00:00,32.424329,30.205598,14.49,44.2,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T02:08:47+00:00,32.426548,30.208152,14.28,45.0,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T02:20:47+00:00,32.429085,30.211154,14.08,44.8,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T02:32:47+00:00,32.431193,30.213631,14.14,42.4,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T02:44:47+00:00,32.433726,30.21637,14.49,43.8,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T02:56:47+00:00,32.436289,30.21928,5.16,45.7,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T03:08:47+00:00,32.438748,30.222268,5.5,43.4,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T03:20:47+00:00,32.441052,30.224846,4.95,42.8,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T03:32:47+00:00,32.443538,30.227573,5.31,44.4,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T03:44:47+00:00,32.445978,30.2304,5.17,46.5,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T03:56:47+00:00,32.448313,30.233311,5.28,41.9,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T04:08:47+00:00,32.450768,30.235925,5.57,44.1,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T04:20:47+00:00,32.453143,30.238654,5.12,44.9,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T04:32:47+00:00,32.455541,30.241485,4.98,42.9,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T04:44:47+00:00,32.458104,30.244312,5.51,43.4,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T04:56:47+00:00,32.460498,30.246996,5.1,43.0,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T05:08:47+00:00,32.46288,30.249629,5.46,45.6,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T05:20:47+00:00,32.465231,30.252478,5.16,45.9,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T05:32:47+00:00,32.467575,30.25535,5.55,43.5,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T05:44:47+00:00,32.470028,30.25811,5.43,43.5,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T05:56:47+00:00,32.472418,30.260793,5.53,41.9,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T06:08:47+00:00,32.474997,30.263535,5.12,46.8,47,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T06:20:47+00:00,32.477251,30.266385,4.91,42.4,42,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T06:32:47+00:00,32.479716,30.269054,5.57,44.3,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T07:20:47+00:00,32.504091,30.29724,5.21,44.7,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T07:32:47+00:00,32.513499,30.308279,14.54,44.4,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T07:44:47+00:00,32.523377,30.319733,14.63,44.2,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T07:56:47+00:00,32.532999,30.330844,14.05,45.7,46,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T08:08:47+00:00,32.542491,30.342377,14.71,43.5,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T08:20:47+00:00,32.552317,30.353435,14.11,44.4,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T08:32:47+00:00,32.562161,30.364869,14.08,44.0,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T08:44:47+00:00,32.571824,30.375949,14.06,44.6,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T08:56:47+00:00,32.581556,30.387354,14.07,44.4,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T09:08:47+00:00,32.591055,30.398393,14.65,44.8,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T09:20:47+00:00,32.600834,30.409936,14.07,44.1,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T09:32:47+00:00,32.610631,30.421214,14.34,44.2,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T09:44:47+00:00,32.62027,30.432333,14.37,44.0,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T09:56:47+00:00,32.630032,30.443517,14.6,44.5,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T10:08:47+00:00,32.639749,30.454876,14.3,44.2,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T10:20:47+00:00,32.649469,30.466093,14.18,44.9,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T10:32:47+00:00,32.659107,30.477498,14.79,43.9,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T10:44:47+00:00,32.66881,30.488589,14.78,44.0,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T10:56:47+00:00,32.678728,30.499974,14.56,44.1,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T11:08:47+00:00,32.688415,30.511123,14.47,45.5,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T11:20:47+00:00,32.697889,30.522564,14.5,44.2,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T11:32:47+00:00,32.707516,30.533673,14.37,43.5,43,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T11:44:47+00:00,32.717403,30.544819,14.06,45.5,45,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
620100001,MT Ocean Voyager,Tanker,9482711,5VAB8,2019-10-19T11:56:47+00:00,32.727034,30.556454,14.25,44.0,44,Under way using engine,PORT SAID,12.8,HIGH_CORRELATION
